Twitter ID,Week#,Tweets,"1=postive, 2=N, 3=Negative, 0=unknown","EmotionCode (1= Anger/insult/dogmatic/judgemental2= fear/stressed out/depressed/sad/bummed out/embarrassed, 3= loving/kind/supportive/inspired/helpful/longing/hopeful, 4 = happy/joking/excited/turned on 5= Neutral,statement 0 = don't know/not relevant/sarcastic without enough info on emotion","Emotion Intensity (0=unknown/not relvant 1= no emotion, 2 = some emotion, 3= extremely intense)",950
francapark,1,It's truly great to have a friend to have deep emotional talks with. Thanks for being there. http://t.co/wK3nulEuGw,1,3,2,
theaaliyahsade,6,ITS LIT !Bilal Official Teaser Trailer #1 (2015) Animation Movie HD https://t.co/efLmjLoarO via @YouTube,1,4,2,
theaaliyahsade,8,ITS NEVER ENDING PASTA AT OLIVE GARDEN,1,4,3,
daisyarriaga1,3,jennifer cho does not exist,2,5,0,
ChristyLovee_,3,Just counting down the days,1,3,2,
KAISERxDRAGON,8,Just enrolled in my first class. My pass was at 3pm. Jeebus get better servers please.,3,2,2,
nancyh_22,2,just got back and I'm already homesick,3,2,2,
francapark,8,Just got back to my dorm. My shirt is wet and I have beef stains on my sweats. 8am tomorrow. Good,2,5,2,
daisyarriaga1,4,just learned how to use the web cam from snap chat all late but i was finally able to,1,4,2,
scoopofscorpio,9,Justin Bieber // All That Matters ???????\x9d,0,0,0,
theaaliyahsade,8,keep a journal,2,5,0,
theaaliyahsade,9,KIND OF AMAZED AT HOW ITS NOV 23 2015 and IM A LEGAL ADULT IN COLLEGE but i feel like i'm 10 and it's march or something,1,4,2,
rickyterriquez,11,last final let's gooooo,1,4,2,
ChristyLovee_,12,Last page tho ???????\x8f??\x8f?,0,0,0,
ChristyLovee_,4,Late nights and early mornings ????,3,2,2,
theaaliyahsade,2,laughter and sleep are the key to a happy life,1,3,2,
scoopofscorpio,4,Lauryn getting me through all of this homework ????,3,2,2,
AndrewKnapp13,5,Leaves https://t.co/IOhlAGig1F,0,0,0,
_nicolenaranjo,3,LET'S GO @Dodgers ???\x8f??\x8f????\x8f??\x8f????\x8f??\x8f????\x8f??\x8f????\x8f??\x8f? https://t.co/Ho7DG0tGAO,1,4,3,
rickyterriquez,0,let\'s make out\t let\'s make out,1,4,3,
francapark,5,Lewis structures haunt me every night,3,2,2,
theaaliyahsade,2,life is crazy,3,2,2,
NYokubaitis,10,Life is crazy\t never forget to count your blessings.,1,3,2,
Lilly_vujacic,3,Like I want to cry,2,5,2,
pppnguyener,3,literally don't get how it's still 88 degrees in my dorm even at night,3,2,2,
theaaliyahsade,2,lmao https://t.co/PxGnUSMCA7,0,0,0,
pppnguyener,11,LOL ???? https://t.co/dg6D8uoVlW,0,0,2,
sgbrandonn,3,Lol I have my earphone on but they're not plugged in ????????,1,4,2,
piwrightonline,2,Lots of reading #book,3,2,2,
theaaliyahsade,3,make du'ua for me,2,5,0,
_nicolenaranjo,11,"Mantra of the week: ""Just one more week""",1,4,2,
ChristyLovee_,5,Maybe I should iron out my flag,2,5,0,
_nicolenaranjo,10,MCDB 60 is so interesting\t but so fucking difficult.,3,2,2,
_nicolenaranjo,3,MCDB 60 makes me what to be a doctor.,2,5,0,
francapark,9,Me and Ava: let's go to the gym,1,4,2,
daisyarriaga1,8,me and Jamie battling it out with @justinbieber song titles lol https://t.co/lhfUCgfkyX,1,4,2,
daisyarriaga1,11,me trying to get through Jamie while sing Adele's Hello song at the same time!! https://t.co/lt0RlRjmba,1,4,2,
macklork,2,"Me: ""I\'m gonna go to the gym and get ahead on reading""",1,4,2,
theaaliyahsade,3,medical ethics is v important yo,1,3,2,
VintedAlyssa,5,Midterms are over !,1,4,3,
theaaliyahsade,4,missing da football game to do hw\t then TA emailing you that u dont even have to turn in hw after last router bus leaves :\'c,3,2,2,
scoopofscorpio,5,mood: ???\xa6,0,0,0,
sgbrandonn,3,My 7page paper needs to get done tomorrow :/,3,2,2,
francapark,5,My absolute huns,2,5,0,
nancyh_22,9,my brother is home yayyy!!!!,1,4,3,
_nicolenaranjo,9,My brother is so spoiled.,3,2,2,
_nicolenaranjo,3,My day was chill af,1,4,2,
daisyarriaga1,6,My dog truly has the life i want  lol,1,4,2,
daisiessyrup,2,my english essay assignment is to write about the Drake and Meek Mill beef. Literally\t what a time to be alive.,1,4,2,
_nicolenaranjo,5,My English Professor is hard af but high key my writing has improved.,1,3,2,
_nicolenaranjo,3,My English professor trippin,3,1,2,
ChristyLovee_,9,My eyes are just closing and I don't realize it til after,2,5,2,
angelaa_trannn,10,My family is cute tho ????????\x9f\x9d???\x8f???? @ UCLA Sunset Recreation Center https://t.co/pb3ZKDeRSb,1,3,2,
rickyterriquez,2,my favorite kind of compliments are about my butt and/or my clothes,2,5,0,
_nicolenaranjo,4,My first slumber party was with @ariiannnaa and we didn't even sleep lol,1,4,2,
rickyterriquez,11,my grandma did my laundry for me and when she saw my underwear she asked if I was a stripper,1,4,2,
scoopofscorpio,2,My hair makes me look 10x more unapproachable.,3,2,2,
daisyarriaga1,6,my long talks with my mom r the best!!,1,4,2,
_nicolenaranjo,4,My math TA is super qt.,1,4,2,
scoopofscorpio,5,"my mom\'s fav catch phrase: ""so not funny!! ????"" ",1,4,2,
theaaliyahsade,5,my muslim sistas are everything,2,5,0,
sgbrandonn,5,My Professor's done it again !!! ????,2,5,2,
_nicolenaranjo,8,My roommate is snoring #y,3,2,2,
_nicolenaranjo,1,My roommate talks in her sleep.,2,5,0,
_nicolenaranjo,0,My roommates are gone. I wonder where they went.,3,2,2,
nancyh_22,8,my roommates are planning their weddings already lol,1,4,2,
angelaa_trannn,2,My roommates are so cute \x9f????\x8f???? http://t.co/oealVt5eHs,1,3,2,
daisyarriaga1,4,my texts never makes sense i hope my friends understand that by now @_Maarriissooll  @mommaajayy  @azelhh,2,5,0,
theaaliyahsade,4,napping during the day is so ugly omg,3,2,2,
paja_thao,5,Neck hurts. College sucks. Back aches. Head dizzy. What else.,1,3,3,
paja_thao,5,Neck hurts. College sucks. Back aches. Head dizzy. What else.,3,1,2,
theaaliyahsade,6,Need a great mentor? READ BOOKS!,1,3,2,
sgbrandonn,4,Never been this frustrated before ???\x98,3,1,3,
rickyterriquez,9,never content until I get what I want,1,4,2,
theaaliyahsade,2,never take the side of the oppressor... even if you can\'t understand\t try to. read about it\t watch documentaries\t think critically.,1,3,2,
theaaliyahsade,2,Next quarter imma try to avoid having classes everyday\t so I can do something cool like Higher Education Conference :\'),2,5,0,
daisyarriaga1,2,Nigeria Rap is relaxing nothing like rap these days,2,5,0,
_nicolenaranjo,12,No more distractions for me next quarter.,1,3,2,
daisyarriaga1,3,not looking forward to all the stairs i have to walk to get up to class,3,2,2,
Lilly_vujacic,11,Not looking forward to my ethno final tomorrow,3,2,2,
paja_thao,5,Not much tweet. Midterms are killing me.,3,2,3,
sgbrandonn,11,Not the best sleep I've had ????,3,2,2,
macklork,6,Nothing makes me happier than Simon and Garfunkel after a long day,1,4,2,
scoopofscorpio,3,Nov 5 ????,0,0,0,
daisyarriaga1,3,now back to doing my essay,2,5,0,
daisyarriaga1,11,Now i fear getting on twitter knowing there are assholes like Cesar reading my every tweet out loud!! @Lilly_vujacic @jenniferyeji,3,2,3,
angelaa_trannn,7,Oh let me have strength through these next few weeks ???????\x8f??\x8f\xaa,3,2,3,
joshiepennock,2,Oh yeah miles jack? Dropping out freshman year off an injury for the NFL...,2,5,0,
KAISERxDRAGON,6,Oh.. what bow to get....,2,5,0,
ChristyLovee_,8,Ok can we score again,0,0,0,
francapark,4,Ok im gonna fail math,3,2,2,
theaaliyahsade,3,OMG AN OPPORTUNITY TO DO A TED TALK HAS PRESENTED ITSELF &lt;3,1,4,3,
theaaliyahsade,8,OMG https://t.co/kGnP1GLvJW,0,0,2,
theaaliyahsade,2,omg i feel you https://t.co/fMcUWUDel9,0,0,0,
ChristyLovee_,5,Omg I thought my phone cracked ???? but it was just something on the screen ??????\x8f?,1,4,2,
_nicolenaranjo,6,OMG PEOPLE ARE HAVING SEX IN THE SAME STUDY ROOM THAT I AM IN.,3,1,3,
francapark,11,On da flight grind https://t.co/02F2vFfEGf,0,0,0,
angelaa_trannn,11,One more final ????,1,4,2,
theaaliyahsade,4,one more week until i can pick my classes. :),1,4,2,
daisiessyrup,12,One thing I learned is to never be too nice. Got taken advantage of that too much. Fuck that.,3,2,2,
rickyterriquez,5,only about 950 words left to go yay,3,2,2,
Lilly_vujacic,8,Only got 4 hours of sleep,3,2,2,
theaaliyahsade,9,Or a detective...,0,0,0,
joshiepennock,3,Over college already,3,1,2,
_nicolenaranjo,2,People say nothing is impossible\t but I do nothing everyday,1,4,2,
theaaliyahsade,3,perks of being a hijabi,2,5,0,
joshiepennock,7,Please don't fail out ????,3,2,2,
theaaliyahsade,2,POC trivializing cultural appropriation invites the privileged to exploit us\t resist it. love urself\t love ur brothers &amp; sisters,1,3,2,
AndrewKnapp13,2,Poise: Sting like a be. Do not float like a butterfly.  That's ridiculous. http://t.co/nPZqgSsStD,0,0,0,
daisyarriaga1,7,poor cabbages lol this made me laugh so hard,1,4,2,
scoopofscorpio,3,possible serial killer in my class...????????????,3,2,2,
angelaa_trannn,10,Potluck with the fam soon ????\x9f?\x8d????\x9f?\x8d????\x9f?\x8d????\x9f\x9d???\x8f,1,4,3,
_nicolenaranjo,8,Power Point almost done ????,2,5,2,
scoopofscorpio,3,prepping for this mock trial audition makes me miss the weekends I'd spend at school the team. I lowkey miss them,3,2,2,
sgbrandonn,1,Procrastinating but it's OK,3,2,2,
taytay_shanay,3,Proverbs 17:38: Hey what\'s up hello. -Also David\t who is getting way too into his assigned reading of Exodus for political science class,2,5,0,
francapark,1,Qizhong our lyft driver is not very good with directions. Dammit qizhong.,3,2,2,
daisiessyrup,9,R u high right now?,0,0,0,
daisiessyrup,7,Really want to go to Puerto Rico or Costa Rica,1,3,2,
francapark,9,Remind me never to buy oatmeal. Currently force eating it so I get my money's worth,3,2,2,
rickyterriquez,5,roses are red,2,5,0,
paja_thao,3,Royce smells like herbs.,2,5,0,
scoopofscorpio,9,RT @AniCaribbean: How do people cheat on each other? I can't even have a crush on two people at the same time,3,2,2,
theaaliyahsade,2,RT @chloeqpan: .@UCLA students occupying the Chancellor's office in Murphy Hall in solidarity w/@BlackBruins #BlackBruinsMatter http://t.co\x9f??,3,1,2,
rickyterriquez,7,RT @Gennsss_: @rickyterriquez happy birthday hot stuff!! ???\x9d hope you're having a good day! Miss you so much!,1,3,2,
ThatAsian_Zeke,5,RT @GuyFieri: .@ayeshacurry is the cool new judge on #GroceryGames!! Watch out chefs !!! https://t.co/Hmgkfy0GJz,1,4,2,
Shea_bertolucci,4,RT @UCLA_Nation: FINAL SCORE: #UCLA dominates #CAL at home 40-24! The Bruins improve to 5-2 (overall) &amp; 2-2 in PAC12 Play. #GoBruins! https\x9f??,1,4,2,
ChristyLovee_,12,RT @UCLAFootball: .@KCBoutThatLife had his first career TD in our W vs. Virginia.,1,4,2,
rickyterriquez,10,RT @UCLASpiritSquad: When you remember that last night we beat Kentucky ???????? #GoBruins https://t.co/GQg2r8PfYY,1,4,2,
angelaa_trannn,7,RT @UofCalifornia: #UCool Challenge: @UCIrvine retakes lead from @UCLA! Represent your #UC location https://t.co/IJKCH44Ji5 #climateUC http\x9f??,1,4,2,
rickyterriquez,8,s/o to the bitch who cut off all my hair,3,1,3,
daisyarriaga1,11,sad that i spent $240 this weekend and the fact that i actually need my glasses to read now!! #growingupfast,3,2,2,
_nicolenaranjo,11,SANTA IS AT THE HOSPITAL OMG,1,4,3,
daisyarriaga1,1,scared for my fiat lux!!!,3,2,2,
Lilly_vujacic,1,Scream Queens instead of reading ???\x81,2,5,0,
rickyterriquez,7,serious debate,2,5,0,
pppnguyener,5,shout out to daylight savings for letting me sleep in one extra hour,1,4,2,
_nicolenaranjo,3,Shoutout to all my fans!!! http://t.co/cKgyWo56qn,1,3,2,
scoopofscorpio,7,Show up and wear black. \x9f????\x8f?#westandwithmizzou #blackstudentsmatter #blackbruinsmatter\x9f?? https://t.co/ey1lMpQYXI,0,0,0,
scoopofscorpio,7,Show up and wear black. \x9f????\x8f?#westandwithmizzou #blackstudentsmatter #blackbruinsmatter\x9f?? https://t.co/ey1lMpQYXI,0,0,0,
paja_thao,10,Sigh. School...makes my sleep routine bad.,3,2,2,
paja_thao,10,Sigh. School...makes my sleep routine bad.,3,2,2,
rickyterriquez,8,simp state of mind,0,0,2,
lifewarrior94,12,Single best advice I can ever give:,1,3,2,
pppnguyener,0,Six days after I moved in and I'm still not used to this hilly campus and STAIRS ???\x9d #legdayeveryday,3,2,2,
piwrightonline,4,Sixty Inch TV #TV,2,5,0,
ChristyLovee_,11,Sleepy af .. My eyes are just closing,0,0,0,
scoopofscorpio,9,snaps I make about @scoopofscorpio ???\x8d???? https://t.co/QIHL14QaIT,0,0,0,
lauraa_x16,7,So apparently Beyonc?? is in Westwood rn,2,5,0,
lauraa_x16,7,So apparently Beyonc?? is in Westwood rn,1,4,2,
daisyarriaga1,2,so confused should do i work and get paid or volunteer and get cool freebies to promote????? #thecollegestruggle,3,2,2,
ChristyLovee_,4,So glad my teacher pushed my paper back ???????\x8f??\x8f????\x8f??\x8f?,1,4,3,
Lilly_vujacic,9,So happy my professor gave us another week,1,4,2,
daisyarriaga1,5,so hungry,3,2,2,
Shea_bertolucci,11,So I met @JadeBowman3 's cat. It's getting pretty serious.,2,5,0,
Shea_bertolucci,11,So I met @JadeBowman3 's cat. It's getting pretty serious.,2,5,0,
VintedAlyssa,2,So lazy to even get up smh,2,5,2,
theaaliyahsade,3,so much going on @ ucla today lol,1,4,2,
daisyarriaga1,1,so much reading !!! #collegelife,3,2,3,
piwrightonline,7,So much reading to do today #homework,3,2,2,
lauraa_x16,7,So my brother almost got expelled from college and arrested on two separate occasions this week,3,2,2,
daisyarriaga1,3,so over short messy braids,1,4,2,
angelaa_trannn,4,SO PISSED AT MYSELF ????,3,2,3,
sgbrandonn,7,So tempted to skip my next few classes,1,4,2,
piwrightonline,7,So tired #sleep,2,5,2,
taytay_shanay,4,so UCLA is having a free showing of legally blonde tonight. I 100% know I picked the right college now \x9f????\x8f\xaa??\x8f,1,4,2,
francapark,3,So what if it's 7am. I'm gonna eat cheese bread.,1,4,2,
theaaliyahsade,8,So y are people republicans?,2,5,0,
CHRISHTYCLAR,9,So you're saying there's a chance https://t.co/Gvco1wthHK,0,0,0,
rickyterriquez,4,someone keep me company while I wait in the writing center please,3,2,2,
theaaliyahsade,1,Someone told me that if they didnt know what I was actually doing they'd think I went to an HBCU ????????,2,5,0,
scoopofscorpio,11,something in my heart\t it\'s got me hooked on you,1,3,2,
scoopofscorpio,11,sometimes I make cute snaps https://t.co/y8N9awZX2a,0,0,0,
rickyterriquez,4,sometimes I'm sexually attracted to someone but I can't explain why,1,4,2,
scoopofscorpio,2,sooooo many poli sci majors\t this is ???\x9d,0,0,0,
ChristyLovee_,7,Sorella ???\x8d,0,0,0,
CarlosRamirezEn,4,Starting my philosophy paper two weeks in advance #gpa,1,3,2,
francapark,5,Stephanie spoke to an avocado,2,5,0,
NYokubaitis,1,Still amazed by the people who can wear pants when it's 85 degrees out.,2,5,2,
Lilly_vujacic,3,Still not done with this essay,3,2,2,
joshiepennock,3,Success will come by standing on the shoulder's of giants,1,3,2,
sgbrandonn,11,Surprisingly everyone is so kind this week,1,3,2,
AndrewKnapp13,7,Tenor sectionals in Denny's,2,5,0,
pppnguyener,12,tfw my sister purposely turns on the light in my room at 6 am bc she's salty that I'm on break but she's not ????,3,1,2,
nancyh_22,8,thank god I only have one class tomorrow.,1,4,2,
francapark,1,Thank u de Neve for always having waffles bacon and hash browns u r my savior,1,3,2,
rickyterriquez,11,thank u jesus I think I did well on my sex final,1,4,2,
scoopofscorpio,8,that feeling of being ahead of your workload is the best thing ever. I know no better feeling.,1,4,2,
angelaa_trannn,3,That speaker was um.. Interesting ???\x90,2,5,0,
theaaliyahsade,8,"that whole ""makeup is supposed to enhance your beauty"" line is played out and tired af\t if she wanna be art let her be art!!!",2,5,0,
VintedAlyssa,10,That\'s exciting ^\t^,1,4,2,
pppnguyener,7,The #GroveChristmas was an amazing kickoff to the holiday season! @GroveLA ????????????\x9f?? https://t.co/9z8P4xkRpl,1,4,2,
scoopofscorpio,9,the architecture in Redondo Beach is just amazing,1,4,2,
ChristyLovee_,2,The documentary 2 ??????\x8f???????\x8f?,0,0,0,
scoopofscorpio,2,The Hills remix w/ Nicki was low-key a disappointment,0,0,0,
_nicolenaranjo,6,The issue with abortion isn\'t about the personhood of the fetus\t it\'s about organ donation.,2,5,0,
scoopofscorpio,11,the key to success is having siblings that are as bomb as you ???? https://t.co/WyYO3JrXBj,1,3,2,
sgbrandonn,12,The movie Amber Alert always gives me chills,2,5,0,
Lilly_vujacic,5,The next 2 weeks are going to be hell for me,3,2,3,
_nicolenaranjo,1,The only reason I am getting up this early is to change my housing.,1,4,2,
lauraa_x16,1,the post-concert depression is kicking in,3,2,2,
paja_thao,11,The professor said be ten minutes early. I was an hour early. Do I get an A now?,1,4,2,
ChristyLovee_,7,The second pose ???\x8d???\x8d???\x8d???\x8d???\x8d https://t.co/kMuZfFOzj4,0,0,0,
NYokubaitis,2,The sushi was good\t but getting to see my mom was better. @ Westwood\t Los\x9f?? https://t.co/cccrg9XTVh,1,4,3,
sgbrandonn,4,The walk back to Hedrick from Westwood is a Bitch !!,3,2,2,
paja_thao,10,The world is so big.,1,3,2,
VintedAlyssa,10,Them I should say,2,5,0,
theaaliyahsade,2,"There is both ""Creation"" and ""Evolution.""",1,4,2,
scoopofscorpio,9,There is no one on campus. This wifi has no right to be this slow.,3,2,2,
sgbrandonn,1,These chicken tenders are so good,1,4,2,
ChristyLovee_,1,These hills and the sun be killing me,3,2,2,
sgbrandonn,8,These past 2 hours were totally worth it,1,3,2,
k8giannini,8,They are letting tours into dining halls now!? I feel pressured to set a good example as I eat three buckets of ice cream,1,4,2,
theaaliyahsade,7,think bigger picture,2,5,0,
daisyarriaga1,10,this Gelato tastes so much like mexican raspados,2,5,0,
francapark,4,"This guy in my class was doing a 5 minute presentation and he said ""like"" 84 times I counted",3,2,2,
scoopofscorpio,11,this has become my favorite video of me. I need to make this into a gif,1,4,2,
scoopofscorpio,9,this has never been more true then right now https://t.co/lZ6ruvdzCa,2,5,0,
daisyarriaga1,2,this heat is killing me,3,2,2,
scoopofscorpio,9,This is how I know I will need a dog when I live on my own. It's been scientifically proven. I want out of this experiment.,2,5,0,
daisiessyrup,0,This kid from my English class told us he went to school with Kylie and Kendall. lol,1,4,2,
theaaliyahsade,4,this might become my life https://t.co/B7wPUG6XTv,0,0,2,
scoopofscorpio,7,this week has been transformative. learning not to care about things that are so material and pointless.,1,3,2,
francapark,9,Thrift stores in nova are poop compared to here,3,2,2,
piwrightonline,8,Time to write an #essay,1,4,2,
paja_thao,5,Tireddddd. I hate midterms week. Period.,3,2,2,
theaaliyahsade,4,to know african history is to know the world's history,1,3,2,
francapark,5,To the bitch working at bcaf register fix your attitude. sorry u have a morning shift ????????????,3,1,3,
theaaliyahsade,8,Today the MSA sorting hat put me in Gryffindor\t lol what,1,4,2,
daisyarriaga1,4,too funny,0,0,2,
nancyh_22,7,took me 30 min. to unpack everything,2,5,0,
theaaliyahsade,8,totally different meanings,2,5,0,
theaaliyahsade,2,TPAIN WAS RAISED MUSLIM\t wow,2,5,0,
scoopofscorpio,1,Truth is the existence of things that don't belong together.,2,5,0,
scoopofscorpio,8,two conflicting elements,2,5,0,
macklork,10,"U know ur too tired when you spell ""faster"" like ""fasture""",3,2,2,
ChristyLovee_,3,Ucla football stresses me out sometimes ????,3,2,2,
VintedAlyssa,0,UCLA Volleyball with mains ??????\x90????? http://t.co/PMA7yr51Q0,0,0,0,
VintedAlyssa,0,UCLA Volleyball with mains ??????\x90????? http://t.co/PMA7yr51Q0,0,0,0,
angelaa_trannn,0,UCLA Volunteer Day ??????\x90?????  Roomies x D10 x Owl Crew x Finished Work #BruinsGiveBack http://t.co/PUAWSKgRH6,1,4,2,
theaaliyahsade,0,ucla volunteer day ayyye lmao,1,4,2,
sgbrandonn,1,UCLA VS ASU??\x8f? http://t.co/ODGt4I8lqv,0,0,0,
francapark,5,Ugh I just can't get over beautiful christo in a leather jacket from 2nd row,1,4,2,
francapark,4,Um Im sitting and this table that's 0.2 square feet and this girl just sits down. Excuse u. Ur in my bubble,3,1,2,
scoopofscorpio,11,us @ohhsesha  https://t.co/NShGspmrtW,0,0,0,
scoopofscorpio,11,waiting for it to pan out is one thing\t but sending mixed signals and then rejecting any sort of feelings is another thing.,3,1,2,
paja_thao,3,Waking up on a Saturday. #bestfeelingever!,1,3,2,
daisyarriaga1,6,wanna stay forever,2,5,0,
theaaliyahsade,3,WATCH THIS IF U DONT KNOW OK: Conflict in Israel and Palestine: Crash Course World History 223 https://t.co/bG6TXbRqcr via @YouTube,2,5,0,
pppnguyener,1,Watching Star Trek with live orchestra!!! ???\x81 http://t.co/GoVwAsUoU4,1,4,2,
sgbrandonn,5,We had a Berkeley school of Optometry presentation during our club meeting today,2,5,0,
sgbrandonn,7,Week 7 \x9f????\x8f and I'm finally done with midterms ???\x81,1,4,2,
CarlosRamirezEn,0,What happens when you put 5 musicians in one dorm of the residence hall? The whole floor along with the ones above and below show up #music,1,4,2,
theaaliyahsade,2,what is fake twitter activism when we live in a world that lives on the internet?,2,5,0,
_nicolenaranjo,8,What's meant to be will be,2,5,0,
daisyarriaga1,6,when all u say in ur essay is intersex/ambiguous genital,2,5,0,
theaaliyahsade,4,When I make Kither's hotline bling past curfew.... https://t.co/v81XSai2Ql,2,5,2,
sgbrandonn,7,When Nancy doesn't hurry up and is going to make you late to class....,2,5,0,
macklork,5,When none of the classes you need to take are being offered next quarter????????????????????????????,3,2,2,
ChristyLovee_,10,When people send me snaps that has nothing to do with me ????,2,5,2,
macklork,1,When someone pulls the fire alarm at 6 am and makes your entire hall stand in the rain &gt;&gt;&gt;&gt;&gt; ???\x8d???\x8d???\x8d???\x8d???\x8d??????????????????????????\x8f?????,3,1,3,
k8giannini,4,When Stephen Curry is on campus so EVERYONE has to snapchat it ????,1,4,2,
evelyn_fierro,2,When the preview is better than the real thing ????,2,5,0,
daisyarriaga1,7,when u fall in love with one direction way too late,1,4,2,
macklork,8,When u hear the camera sound going off in the bathroom #yep,0,0,0,
macklork,3,When u take NyQuil and then are forced to stand outside for an hour :D,3,1,2,
rickyterriquez,8,when ur not sure if u being subtweeted or not,2,5,0,
paja_thao,6,When you can't sleep,2,5,2,
paja_thao,8,When you don't sleep but think..,2,5,0,
scoopofscorpio,8,When you plan to leave your lecture early and for once you can't find the right sign in sheet ????,3,2,2,
k8giannini,1,When you see a guy unicycling to class #UCLA,1,4,2,
scoopofscorpio,5,when you walk out of a midterm you know you killed and you get a phonecall saying you got that internship ??????????\x8f? #glory #thankyouJesus,1,4,3,
scoopofscorpio,2,when your music goes from Fetty Wap to Anthony Hamilton ????,2,5,0,
sgbrandonn,8,When your professor gets you hook to a tv show #bingewatching,1,4,2,
Lilly_vujacic,10,When your roommate eats all the food in the room,3,2,2,
paja_thao,10,When your roommate gives you bombazz coffee. Montana where are you!?!?!?!?!?,1,4,2,
piwrightonline,10,Whenever I read an article about a pressing world issue from a prestigious news channel and somebody\'s tweet is cited\t I #cringe,2,5,0,
theaaliyahsade,8,Why act clueless about what to do in a crappy situation? JUST DON\'T DO WHAT WAS DONE LAST TIME\t duh.,2,5,0,
sgbrandonn,0,Why are college textbooks expensive :( I miss free textbooks from HS,3,2,2,
theaaliyahsade,8,"why do they need ""the highest security checks"" omg https://t.co/zlCb1r8R1A",2,5,2,
theaaliyahsade,0,why hold onto what you're supposed to let go?,2,5,0,
theaaliyahsade,2,Why is it that the poor can only afford clothes and food that were produced using slavery(low wages)? (Food for thought),1,3,2,
theaaliyahsade,3,why oh why do I attend a PWI,2,5,0,
ChristyLovee_,3,Why people saying rip Lamar odom?,2,5,0,
theaaliyahsade,2,why tho\t edges on fleek all day idc  https://t.co/YARsZOVnyT,2,5,0,
paja_thao,9,Whyyyyy,2,5,0,
scoopofscorpio,8,Will Malik have enough swipes to hold him through to the 4th?,3,2,2,
Lilly_vujacic,9,Will Smith \x9f?????? https://t.co/oQ3bBkqKh2,2,5,0,
theaaliyahsade,8,woah TIME GOES FAST :O  https://t.co/J8TVmK894A,3,2,2,
Shea_bertolucci,4,Wth I'm in college. When did that happen?,1,4,2,
theaaliyahsade,2,y do people refer to africa as if it isnt a huge continent with more diversity than like every other place on the planet?!?!,2,5,1,
_nicolenaranjo,2,Yasssss @Dodgers ???\x8f??\x8f????\x8f??\x8f????\x8f??\x8f?,1,4,2,
rickyterriquez,0,yay college,1,3,2,
rickyterriquez,0,yay tanning time\x9f????\x8f,1,4,2,
daisyarriaga1,5,Yay! got my jumpstart shirt and books,1,4,2,
pppnguyener,3,Yayy fam is visiting me today! ???\x81,1,3,3,
rickyterriquez,4,yeah no...don't put me down for cardio http://t.co/kgsV8pGb4T,3,2,2,
theaaliyahsade,2,yes yes yes https://t.co/Q4IjuVUYco,0,0,0,
scoopofscorpio,1,yet\t I am still here.,2,5,1,
theaaliyahsade,4,you don't even know how much this means coming from YOU Gracie. &lt;3 Thank you.  https://t.co/uQ5Kr74QAJ,1,3,2,
theaaliyahsade,4,you don't even know how much this means coming from YOU Gracie. &lt;3 Thank you.  https://t.co/uQ5Kr74QAJ,1,3,3,
theaaliyahsade,7,you don't have the privilege of being a student first #BlackOnCampus,2,5,1,
k8giannini,8,You never realize how awkward campus tours are until they come into your dorm,2,5,1,
theaaliyahsade,8,you'd be surprised at how much you change in 6 months,2,5,1,
_nicolenaranjo,11,Your degree is the door and your work ethic is the key.,2,5,1,